"","Continent_Name","cont_id","geo.id","dateRep","day","month","year","cases","deaths","countryterritoryCode","popData2018","countries","cumsu.c","cumsu.d",".id","countries.f"
"247","South America","SA","PY",2020-03-24,24,3,2020,5,0,"PRY",6956071,"Paraguay",27,1,13,"Paraguay"
"248","South America","SA","PY",2020-03-25,25,3,2020,10,2,"PRY",6956071,"Paraguay",37,3,14,"Paraguay"
"249","South America","SA","PY",2020-03-26,26,3,2020,4,0,"PRY",6956071,"Paraguay",41,3,15,"Paraguay"
"250","South America","SA","PY",2020-03-27,27,3,2020,11,0,"PRY",6956071,"Paraguay",52,3,16,"Paraguay"
"251","South America","SA","PY",2020-03-28,28,3,2020,4,0,"PRY",6956071,"Paraguay",56,3,17,"Paraguay"
"252","South America","SA","PY",2020-03-29,29,3,2020,3,0,"PRY",6956071,"Paraguay",59,3,18,"Paraguay"
"253","South America","SA","PY",2020-03-30,30,3,2020,5,0,"PRY",6956071,"Paraguay",64,3,19,"Paraguay"
"254","South America","SA","PY",2020-03-31,31,3,2020,1,0,"PRY",6956071,"Paraguay",65,3,20,"Paraguay"
"255","South America","SA","PY",2020-04-01,1,4,2020,4,0,"PRY",6956071,"Paraguay",69,3,21,"Paraguay"
"256","South America","SA","PY",2020-04-02,2,4,2020,0,0,"PRY",6956071,"Paraguay",69,3,22,"Paraguay"
"257","South America","SA","PY",2020-04-03,3,4,2020,8,0,"PRY",6956071,"Paraguay",77,3,23,"Paraguay"
"258","South America","SA","PY",2020-04-04,4,4,2020,19,0,"PRY",6956071,"Paraguay",96,3,24,"Paraguay"
"259","South America","SA","PY",2020-04-05,5,4,2020,8,0,"PRY",6956071,"Paraguay",104,3,25,"Paraguay"
"260","South America","SA","PY",2020-04-06,6,4,2020,9,2,"PRY",6956071,"Paraguay",113,5,26,"Paraguay"
"261","South America","SA","PY",2020-04-07,7,4,2020,0,0,"PRY",6956071,"Paraguay",113,5,27,"Paraguay"
"262","South America","SA","PY",2020-04-08,8,4,2020,2,0,"PRY",6956071,"Paraguay",115,5,28,"Paraguay"
"263","South America","SA","PY",2020-04-09,9,4,2020,9,0,"PRY",6956071,"Paraguay",124,5,29,"Paraguay"
"264","South America","SA","PY",2020-04-10,10,4,2020,5,1,"PRY",6956071,"Paraguay",129,6,30,"Paraguay"
"265","South America","SA","PY",2020-04-11,11,4,2020,4,0,"PRY",6956071,"Paraguay",133,6,31,"Paraguay"
"266","South America","SA","PY",2020-04-12,12,4,2020,1,0,"PRY",6956071,"Paraguay",134,6,32,"Paraguay"
"267","South America","SA","PY",2020-04-13,13,4,2020,13,0,"PRY",6956071,"Paraguay",147,6,33,"Paraguay"
"268","South America","SA","PY",2020-04-14,14,4,2020,12,1,"PRY",6956071,"Paraguay",159,7,34,"Paraguay"
"269","South America","SA","PE",2020-03-07,7,3,2020,1,0,"PER",31989256,"Peru",1,0,1,"Peru"
"270","South America","SA","PE",2020-03-09,9,3,2020,6,0,"PER",31989256,"Peru",7,0,2,"Peru"
"271","South America","SA","PE",2020-03-10,10,3,2020,2,0,"PER",31989256,"Peru",9,0,3,"Peru"
"272","South America","SA","PE",2020-03-11,11,3,2020,2,0,"PER",31989256,"Peru",11,0,4,"Peru"
"273","South America","SA","PE",2020-03-12,12,3,2020,6,0,"PER",31989256,"Peru",17,0,5,"Peru"
"274","South America","SA","PE",2020-03-13,13,3,2020,5,0,"PER",31989256,"Peru",22,0,6,"Peru"
"275","South America","SA","PE",2020-03-14,14,3,2020,16,0,"PER",31989256,"Peru",38,0,7,"Peru"
"276","South America","SA","PE",2020-03-15,15,3,2020,5,0,"PER",31989256,"Peru",43,0,8,"Peru"
"277","South America","SA","PE",2020-03-16,16,3,2020,28,0,"PER",31989256,"Peru",71,0,9,"Peru"
"278","South America","SA","PE",2020-03-17,17,3,2020,15,0,"PER",31989256,"Peru",86,0,10,"Peru"
"279","South America","SA","PE",2020-03-18,18,3,2020,31,0,"PER",31989256,"Peru",117,0,11,"Peru"
"280","South America","SA","PE",2020-03-19,19,3,2020,28,0,"PER",31989256,"Peru",145,0,12,"Peru"
"281","South America","SA","PE",2020-03-20,20,3,2020,89,2,"PER",31989256,"Peru",234,2,13,"Peru"
"282","South America","SA","PE",2020-03-21,21,3,2020,29,1,"PER",31989256,"Peru",263,3,14,"Peru"
"283","South America","SA","PE",2020-03-22,22,3,2020,55,2,"PER",31989256,"Peru",318,5,15,"Peru"
"284","South America","SA","PE",2020-03-23,23,3,2020,45,0,"PER",31989256,"Peru",363,5,16,"Peru"
"285","South America","SA","PE",2020-03-24,24,3,2020,32,0,"PER",31989256,"Peru",395,5,17,"Peru"
"286","South America","SA","PE",2020-03-25,25,3,2020,21,2,"PER",31989256,"Peru",416,7,18,"Peru"
"287","South America","SA","PE",2020-03-26,26,3,2020,142,1,"PER",31989256,"Peru",558,8,19,"Peru"
"288","South America","SA","PE",2020-03-27,27,3,2020,22,1,"PER",31989256,"Peru",580,9,20,"Peru"
"289","South America","SA","PE",2020-03-28,28,3,2020,55,2,"PER",31989256,"Peru",635,11,21,"Peru"
"290","South America","SA","PE",2020-03-29,29,3,2020,36,5,"PER",31989256,"Peru",671,16,22,"Peru"
"291","South America","SA","PE",2020-03-30,30,3,2020,181,2,"PER",31989256,"Peru",852,18,23,"Peru"
"292","South America","SA","PE",2020-03-31,31,3,2020,98,6,"PER",31989256,"Peru",950,24,24,"Peru"
"293","South America","SA","PE",2020-04-01,1,4,2020,115,6,"PER",31989256,"Peru",1065,30,25,"Peru"
"294","South America","SA","PE",2020-04-02,2,4,2020,258,17,"PER",31989256,"Peru",1323,47,26,"Peru"
"295","South America","SA","PE",2020-04-03,3,4,2020,91,8,"PER",31989256,"Peru",1414,55,27,"Peru"
"296","South America","SA","PE",2020-04-04,4,4,2020,181,6,"PER",31989256,"Peru",1595,61,28,"Peru"
"297","South America","SA","PE",2020-04-05,5,4,2020,151,12,"PER",31989256,"Peru",1746,73,29,"Peru"
"298","South America","SA","PE",2020-04-06,6,4,2020,535,10,"PER",31989256,"Peru",2281,83,30,"Peru"
"299","South America","SA","PE",2020-04-07,7,4,2020,280,9,"PER",31989256,"Peru",2561,92,31,"Peru"
"300","South America","SA","PE",2020-04-08,8,4,2020,393,15,"PER",31989256,"Peru",2954,107,32,"Peru"
"301","South America","SA","PE",2020-04-09,9,4,2020,1388,14,"PER",31989256,"Peru",4342,121,33,"Peru"
"302","South America","SA","PE",2020-04-10,10,4,2020,914,17,"PER",31989256,"Peru",5256,138,34,"Peru"
"303","South America","SA","PE",2020-04-11,11,4,2020,641,31,"PER",31989256,"Peru",5897,169,35,"Peru"
"304","South America","SA","PE",2020-04-12,12,4,2020,951,12,"PER",31989256,"Peru",6848,181,36,"Peru"
"305","South America","SA","PE",2020-04-13,13,4,2020,671,12,"PER",31989256,"Peru",7519,193,37,"Peru"
"306","South America","SA","PE",2020-04-14,14,4,2020,0,0,"PER",31989256,"Peru",7519,193,38,"Peru"
"307","South America","SA","UY",2020-03-15,15,3,2020,6,0,"URY",3449299,"Uruguay",6,0,1,"Uruguay"
"308","South America","SA","UY",2020-03-16,16,3,2020,2,0,"URY",3449299,"Uruguay",8,0,2,"Uruguay"
"309","South America","SA","UY",2020-03-17,17,3,2020,21,0,"URY",3449299,"Uruguay",29,0,3,"Uruguay"
"310","South America","SA","UY",2020-03-18,18,3,2020,21,0,"URY",3449299,"Uruguay",50,0,4,"Uruguay"
"311","South America","SA","UY",2020-03-19,19,3,2020,29,0,"URY",3449299,"Uruguay",79,0,5,"Uruguay"
"312","South America","SA","UY",2020-03-20,20,3,2020,15,0,"URY",3449299,"Uruguay",94,0,6,"Uruguay"
"313","South America","SA","UY",2020-03-21,21,3,2020,16,0,"URY",3449299,"Uruguay",110,0,7,"Uruguay"
"314","South America","SA","UY",2020-03-22,22,3,2020,25,0,"URY",3449299,"Uruguay",135,0,8,"Uruguay"
"315","South America","SA","UY",2020-03-23,23,3,2020,23,0,"URY",3449299,"Uruguay",158,0,9,"Uruguay"
"316","South America","SA","UY",2020-03-24,24,3,2020,4,0,"URY",3449299,"Uruguay",162,0,10,"Uruguay"
"317","South America","SA","UY",2020-03-25,25,3,2020,27,0,"URY",3449299,"Uruguay",189,0,11,"Uruguay"
"318","South America","SA","UY",2020-03-26,26,3,2020,28,0,"URY",3449299,"Uruguay",217,0,12,"Uruguay"
"319","South America","SA","UY",2020-03-27,27,3,2020,21,0,"URY",3449299,"Uruguay",238,0,13,"Uruguay"
"320","South America","SA","UY",2020-03-28,28,3,2020,0,0,"URY",3449299,"Uruguay",238,0,14,"Uruguay"
"321","South America","SA","UY",2020-03-29,29,3,2020,66,0,"URY",3449299,"Uruguay",304,0,15,"Uruguay"
"322","South America","SA","UY",2020-03-30,30,3,2020,5,1,"URY",3449299,"Uruguay",309,1,16,"Uruguay"
"323","South America","SA","UY",2020-03-31,31,3,2020,11,0,"URY",3449299,"Uruguay",320,1,17,"Uruguay"
"324","South America","SA","UY",2020-04-01,1,4,2020,18,0,"URY",3449299,"Uruguay",338,1,18,"Uruguay"
"325","South America","SA","UY",2020-04-02,2,4,2020,0,1,"URY",3449299,"Uruguay",338,2,19,"Uruguay"
"326","South America","SA","UY",2020-04-03,3,4,2020,31,2,"URY",3449299,"Uruguay",369,4,20,"Uruguay"
"327","South America","SA","UY",2020-04-04,4,4,2020,17,0,"URY",3449299,"Uruguay",386,4,21,"Uruguay"
"328","South America","SA","UY",2020-04-05,5,4,2020,14,1,"URY",3449299,"Uruguay",400,5,22,"Uruguay"
"329","South America","SA","UY",2020-04-06,6,4,2020,6,1,"URY",3449299,"Uruguay",406,6,23,"Uruguay"
"330","South America","SA","UY",2020-04-07,7,4,2020,9,0,"URY",3449299,"Uruguay",415,6,24,"Uruguay"
"331","South America","SA","UY",2020-04-08,8,4,2020,9,1,"URY",3449299,"Uruguay",424,7,25,"Uruguay"
"332","South America","SA","UY",2020-04-09,9,4,2020,32,0,"URY",3449299,"Uruguay",456,7,26,"Uruguay"
"333","South America","SA","UY",2020-04-10,10,4,2020,17,0,"URY",3449299,"Uruguay",473,7,27,"Uruguay"
"334","South America","SA","UY",2020-04-11,11,4,2020,21,0,"URY",3449299,"Uruguay",494,7,28,"Uruguay"
"335","South America","SA","UY",2020-04-12,12,4,2020,7,0,"URY",3449299,"Uruguay",501,7,29,"Uruguay"
"336","South America","SA","UY",2020-04-13,13,4,2020,11,1,"URY",3449299,"Uruguay",512,8,30,"Uruguay"
"337","South America","SA","UY",2020-04-14,14,4,2020,9,0,"URY",3449299,"Uruguay",521,8,31,"Uruguay"
"338","South America","SA","VE",2020-03-15,15,3,2020,10,0,"VEN",28870195,"Venezuela",10,0,1,"Venezuela"
"339","South America","SA","VE",2020-03-16,16,3,2020,5,0,"VEN",28870195,"Venezuela",15,0,2,"Venezuela"
"340","South America","SA","VE",2020-03-17,17,3,2020,18,0,"VEN",28870195,"Venezuela",33,0,3,"Venezuela"
"341","South America","SA","VE",2020-03-18,18,3,2020,0,0,"VEN",28870195,"Venezuela",33,0,4,"Venezuela"
"342","South America","SA","VE",2020-03-19,19,3,2020,0,0,"VEN",28870195,"Venezuela",33,0,5,"Venezuela"
"343","South America","SA","VE",2020-03-20,20,3,2020,0,0,"VEN",28870195,"Venezuela",33,0,6,"Venezuela"
"344","South America","SA","VE",2020-03-21,21,3,2020,3,0,"VEN",28870195,"Venezuela",36,0,7,"Venezuela"
"345","South America","SA","VE",2020-03-22,22,3,2020,0,0,"VEN",28870195,"Venezuela",36,0,8,"Venezuela"
"346","South America","SA","VE",2020-03-23,23,3,2020,0,0,"VEN",28870195,"Venezuela",36,0,9,"Venezuela"
"347","South America","SA","VE",2020-03-24,24,3,2020,48,0,"VEN",28870195,"Venezuela",84,0,10,"Venezuela"
"348","South America","SA","VE",2020-03-25,25,3,2020,7,0,"VEN",28870195,"Venezuela",91,0,11,"Venezuela"
"349","South America","SA","VE",2020-03-26,26,3,2020,15,0,"VEN",28870195,"Venezuela",106,0,12,"Venezuela"
"350","South America","SA","VE",2020-03-27,27,3,2020,1,1,"VEN",28870195,"Venezuela",107,1,13,"Venezuela"
"351","South America","SA","VE",2020-03-28,28,3,2020,12,0,"VEN",28870195,"Venezuela",119,1,14,"Venezuela"
"352","South America","SA","VE",2020-03-29,29,3,2020,0,0,"VEN",28870195,"Venezuela",119,1,15,"Venezuela"
"353","South America","SA","VE",2020-03-30,30,3,2020,0,0,"VEN",28870195,"Venezuela",119,1,16,"Venezuela"
"354","South America","SA","VE",2020-03-31,31,3,2020,16,2,"VEN",28870195,"Venezuela",135,3,17,"Venezuela"
"355","South America","SA","VE",2020-04-01,1,4,2020,0,0,"VEN",28870195,"Venezuela",135,3,18,"Venezuela"
"356","South America","SA","VE",2020-04-02,2,4,2020,8,0,"VEN",28870195,"Venezuela",143,3,19,"Venezuela"
"357","South America","SA","VE",2020-04-03,3,4,2020,1,0,"VEN",28870195,"Venezuela",144,3,20,"Venezuela"
"358","South America","SA","VE",2020-04-04,4,4,2020,0,0,"VEN",28870195,"Venezuela",144,3,21,"Venezuela"
"359","South America","SA","VE",2020-04-05,5,4,2020,0,2,"VEN",28870195,"Venezuela",144,5,22,"Venezuela"
"360","South America","SA","VE",2020-04-06,6,4,2020,4,0,"VEN",28870195,"Venezuela",148,5,23,"Venezuela"
"361","South America","SA","VE",2020-04-07,7,4,2020,11,0,"VEN",28870195,"Venezuela",159,5,24,"Venezuela"
"362","South America","SA","VE",2020-04-08,8,4,2020,7,2,"VEN",28870195,"Venezuela",166,7,25,"Venezuela"
"363","South America","SA","VE",2020-04-09,9,4,2020,1,1,"VEN",28870195,"Venezuela",167,8,26,"Venezuela"
"364","South America","SA","VE",2020-04-10,10,4,2020,4,1,"VEN",28870195,"Venezuela",171,9,27,"Venezuela"
"365","South America","SA","VE",2020-04-11,11,4,2020,4,0,"VEN",28870195,"Venezuela",175,9,28,"Venezuela"
"366","South America","SA","VE",2020-04-12,12,4,2020,0,0,"VEN",28870195,"Venezuela",175,9,29,"Venezuela"
"367","South America","SA","VE",2020-04-13,13,4,2020,6,0,"VEN",28870195,"Venezuela",181,9,30,"Venezuela"
"368","South America","SA","VE",2020-04-14,14,4,2020,8,0,"VEN",28870195,"Venezuela",189,9,31,"Venezuela"
